time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
87701, 1765, 10.309433, 0.000000, -1.616086, 0.207574, -0.059155, 0.330680, 33.944706
87711, 1769, 9.950302, 0.239420, -1.805228, 0.187323, -0.072211, 0.308031, 33.947647
87721, 1782, 9.679757, 0.404620, -2.020706, 0.171602, -0.081005, 0.318156, 33.941765
87731, 1777, 9.380483, 0.591368, -2.236184, 0.165207, -0.101256, 0.327482, 33.938824
87741, 1790, 9.191340, 0.641646, -2.636016, 0.154548, -0.135629, 0.322420, 33.941765
87751, 1763, 8.987833, 0.677559, -2.959233, 0.149485, -0.193185, 0.294441, 33.962353
87761, 1749, 8.564059, 0.684742, -3.047819, 0.159611, -0.226227, 0.266196, 33.953529
87771, 1765, 8.204929, 0.672771, -2.944868, 0.149485, -0.226760, 0.235819, 33.968235
87781, 1790, 7.975086, 0.723049, -2.772485, 0.096459, -0.234221, 0.188655, 33.956470
87791, 1789, 7.704541, 0.802058, -2.631228, 0.020784, -0.233155, 0.142291, 33.956470
87801, 1808, 7.477092, 0.895431, -2.640805, -0.058622, -0.185191, 0.120974, 33.974117
87811, 1789, 7.453150, 0.957681, -2.688689, -0.131899, -0.121240, 0.111914, 33.959412
87821, 1808, 7.601591, 1.094150, -2.686294, -0.203311, -0.071412, 0.117776, 33.956470
87831, 1750, 7.750031, 1.254562, -2.545036, -0.271792, -0.043433, 0.111115, 33.965294
87841, 1840, 7.728483, 1.472434, -2.468422, -0.332279, -0.019985, 0.101789, 33.962353
87851, 1855, 7.764396, 1.644817, -2.494758, -0.390634, 0.025047, 0.098858, 33.947647
87861, 1859, 7.958326, 1.731008, -2.564190, -0.433534, 0.075409, 0.093262, 33.956470
87871, 1940, 8.200141, 1.745373, -2.698265, -0.443127, 0.097792, 0.092462, 33.944706
87881, 1966, 8.343793, 1.697489, -2.978387, -0.408220, 0.096193, 0.080472, 33.959412
87891, 1901, 8.377312, 1.527501, -3.234566, -0.341072, 0.098058, 0.032775, 33.950588
87901, 1831, 8.470686, 1.175553, -3.442862, -0.281118, 0.136429, -0.046098, 33.947647
87911, 1792, 8.681376, 1.005565, -3.555390, -0.262466, 0.212371, -0.130833, 33.953529
87921, 1767, 8.580819, 1.395820, -3.234566, -0.258469, 0.236352, -0.064750, 33.968235
87931, 1752, 8.686164, 0.969652, -3.191471, -0.243280, 0.237951, 0.022383, 33.956470
87941, 1781, 8.712500, 0.696713, -3.043030, -0.245945, 0.299504, 0.040236, 33.953529
87951, 1791, 8.614338, 0.586579, -2.944868, -0.260334, 0.361590, 0.074077, 33.968235
87961, 1776, 8.765172, 0.263362, -2.837129, -0.281118, 0.403691, 0.097259, 33.971176
87971, 1776, 8.662222, 0.158017, -2.700660, -0.308031, 0.410086, 0.115911, 33.965294
87981, 1646, 8.470686, 0.119710, -2.688689, -0.359191, 0.404224, 0.128968, 33.968235
87991, 1383, 8.487445, 0.201113, -2.885013, -0.420744, 0.394897, 0.135363, 33.950588
88001, 2486, 8.841787, 0.222661, -3.038242, -0.479899, 0.402891, 0.137495, 33.953529
88011, 4095, 9.294291, 0.294487, -3.105280, -0.528662, 0.401825, 0.106319, 33.953529
88021, 3939, 9.615114, 0.667982, -3.098097, -0.570496, 0.424208, 0.049029, 33.959412
88031, 2096, 9.964667, 1.079785, -3.016694, -0.554508, 0.477501, 0.022649, 33.956470
88041, 1664, 10.663774, 1.268927, -3.112462, -0.451121, 0.544116, -0.026913, 33.944706
88051, 1601, 11.461043, 1.553837, -3.011906, -0.289911, 0.604337, -0.099124, 33.944706
88061, 1575, 12.114660, 1.865083, -2.925714, -0.097792, 0.580622, -0.141758, 33.968235
88071, 1556, 12.437878, 1.965640, -3.423708, 0.057556, 0.553176, -0.137761, 33.953529
88081, 1585, 12.677298, 1.951274, -4.060566, 0.153482, 0.606735, -0.092462, 33.959412
88091, 1605, 13.115437, 1.924938, -4.264073, 0.201179, 0.612331, -0.048230, 33.953529
88101, 1654, 13.330915, 1.750161, -4.237737, 0.257403, 0.510009, -0.000266, 33.965294
88111, 1695, 13.381193, 1.381454, -4.036624, 0.354928, 0.417813, 0.100989, 33.950588
88121, 1681, 13.520057, 1.156399, -3.495534, 0.435133, 0.381574, 0.213969, 33.953529
88131, 1687, 13.438654, 1.252167, -2.930503, 0.477501, 0.338940, 0.278453, 33.944706
88141, 1723, 13.153744, 1.374272, -2.334347, 0.520934, 0.261400, 0.317623, 33.959412
88151, 1749, 12.847286, 1.084573, -1.608904, 0.559571, 0.252340, 0.342671, 33.962353
88161, 1758, 12.674904, 0.644040, -0.737414, 0.543317, 0.355994, 0.340273, 33.959412
88171, 1786, 12.435484, 0.524330, 0.067038, 0.474303, 0.443127, 0.304567, 33.965294
88181, 1780, 11.796232, 0.536301, 0.514753, 0.380775, 0.403957, 0.273124, 33.968235
88191, 1771, 10.970232, 0.260968, 0.526724, 0.251274, 0.322153, 0.241415, 33.947647
88201, 1840, 10.393229, -0.335188, 0.318429, 0.058089, 0.314692, 0.167605, 33.962353
88211, 1854, 10.060435, -0.466869, 0.390255, -0.172401, 0.331213, 0.036505, 33.962353
88221, 1849, 9.600749, -0.749385, 0.445322, -0.434067, 0.313093, 0.042634, 33.968235
88231, 1873, 9.248801, -0.627281, 0.495600, -0.667222, 0.304833, 0.023982, 33.935883
88241, 1872, 9.014170, -0.363919, 0.629675, -0.865470, 0.300836, 0.096726, 33.956470
88251, 1872, 9.454702, -0.612916, 0.960075, -0.976052, 0.222230, 0.131366, 33.974117
88261, 1900, 9.797073, -0.521936, 1.266533, -1.019485, 0.051960, 0.082337, 33.974117
88271, 1890, 9.801862, -0.181959, 1.379060, -1.031210, -0.142291, 0.025314, 33.968235
88281, 1878, 9.550470, 0.086191, 1.391031, -1.050395, -0.268861, -0.062086, 33.962353
88291, 1875, 9.375694, 0.371101, 1.345541, -1.074910, -0.316824, -0.152683, 33.965294
88301, 1887, 9.349358, 0.677559, 1.156399, -1.095960, -0.307231, -0.225427, 33.959412
88311, 1873, 9.440337, 0.928950, 0.756568, -1.111415, -0.263265, -0.276055, 33.962353
88321, 1903, 9.488221, 1.276109, 0.359130, -1.117544, -0.202245, -0.298704, 33.974117
88331, 1914, 9.555259, 1.345541, 0.047884, -1.121008, -0.143357, -0.298172, 33.965294
88341, 1901, 9.605537, 1.218649, -0.306458, -1.119142, -0.108983, -0.293642, 33.962353
88351, 1943, 9.481039, 1.256956, -0.610521, -1.130067, -0.114046, -0.272058, 33.944706
88361, 1962, 9.299079, 1.278504, -0.866701, -1.157779, -0.152683, -0.232622, 33.962353
88371, 1949, 9.138668, 1.149217, -0.969652, -1.180962, -0.219565, -0.198781, 33.953529
88381, 2032, 8.882488, 0.993594, -1.012747, -1.193219, -0.287513, -0.171868, 33.968235
88391, 2119, 8.635885, 0.828394, -1.019930, -1.197482, -0.337075, -0.138294, 33.959412
88401, 2101, 8.422802, 0.746991, -1.022324, -1.190021, -0.356527, -0.110582, 33.971176
88411, 2074, 8.178593, 0.718261, -1.101333, -1.163109, -0.340273, -0.085268, 33.962353
88421, 1950, 8.049306, 0.730232, -1.156399, -1.114346, -0.298438, -0.068214, 33.953529
88431, 1872, 8.032547, 0.696713, -1.194707, -1.048530, -0.249142, -0.062619, 33.953529
88441, 1851, 8.104373, 0.622492, -1.228225, -0.969124, -0.220098, -0.068481, 33.965294
88451, 1866, 8.202535, 0.636858, -1.297657, -0.888386, -0.234753, -0.075409, 33.965294
88461, 1803, 8.185776, 0.610521, -1.352724, -0.817773, -0.281917, -0.079139, 33.980000
88471, 1814, 8.082825, 0.600945, -1.438915, -0.764481, -0.329081, -0.090331, 33.980000
88481, 1845, 8.025364, 0.574608, -1.575385, -0.731972, -0.362922, -0.104986, 33.971176
88491, 1806, 8.037335, 0.450110, -1.721431, -0.710922, -0.382374, -0.119109, 33.968235
88501, 1669, 8.106767, 0.323217, -1.977611, -0.690404, -0.393032, -0.129234, 33.965294
88511, 1425, 8.248025, 0.153229, -2.128445, -0.672551, -0.390900, -0.136429, 33.956470
88521, 2604, 8.382100, -0.059855, -2.296039, -0.658962, -0.355994, -0.148953, 33.977058
88531, 4095, 8.506598, -0.239420, -2.537854, -0.662426, -0.298971, -0.160677, 33.980000
88541, 3583, 8.650250, -0.404620, -2.887407, -0.680812, -0.233155, -0.158279, 33.965294
88551, 2063, 8.968679, -0.567426, -3.174711, -0.710922, -0.183060, -0.142824, 33.956470
88561, 1761, 9.291897, -0.675165, -3.394978, -0.725044, -0.156147, -0.132165, 33.953529
88571, 1715, 9.552865, -0.739808, -3.318364, -0.711188, -0.158012, -0.114046, 33.968235
88581, 1681, 9.562442, -0.672771, -2.997540, -0.680012, -0.220364, -0.081804, 33.950588
88591, 1680, 9.145850, -0.524330, -2.966416, -0.681877, -0.221697, -0.027979, 33.968235
88601, 1693, 8.971074, -0.409408, -2.973598, -0.716251, -0.133764, 0.009326, 33.965294
88611, 1709, 9.193734, -0.272939, -2.841918, -0.732505, -0.062619, 0.003997, 33.959412
88621, 1752, 9.421184, -0.086191, -2.607286, -0.717583, -0.052227, -0.006395, 33.956470
88631, 1744, 9.363723, 0.193930, -2.523489, -0.682144, -0.053292, 0.000266, 33.962353
88641, 1747, 9.394848, 0.605733, -2.621651, -0.634447, -0.038904, 0.005329, 33.956470
88651, 1776, 9.581595, 1.182736, -2.746149, -0.579289, -0.022916, 0.010658, 33.953529
88661, 1761, 9.873688, 1.515530, -2.645593, -0.516404, -0.015188, -0.011724, 33.959412
88671, 1797, 10.060435, 1.812411, -2.415750, -0.472171, 0.003997, -0.053292, 33.980000
88681, 1830, 10.307038, 1.824382, -2.375048, -0.479632, 0.066616, -0.085534, 33.968235
88691, 1857, 10.663774, 1.572991, -2.557007, -0.563835, 0.136429, -0.100190, 33.962353
88701, 1893, 11.147403, 1.292869, -2.801216, -0.680279, 0.195850, -0.099657, 33.959412
88711, 1904, 11.717223, 1.067814, -3.179500, -0.751424, 0.223562, -0.085534, 33.956470
88721, 1844, 12.437878, 0.974440, -3.387795, -0.780735, 0.225161, -0.058355, 33.974117
88731, 1825, 13.148955, 1.221043, -2.971204, -0.801253, 0.240882, -0.038637, 33.956470
88741, 1797, 13.553576, 1.680730, -2.181118, -0.777271, 0.269660, -0.037038, 33.962353
88751, 1789, 13.510480, 2.171541, -1.338359, -0.682677, 0.309896, -0.058089, 33.956470
88761, 1779, 13.156138, 2.408567, -0.893037, -0.577957, 0.369850, -0.083136, 33.953529
88771, 1776, 12.878411, 2.370260, -0.763750, -0.544916, 0.391966, -0.099390, 33.974117
88781, 1793, 12.682086, 2.185906, -0.509965, -0.574227, 0.329348, -0.111115, 33.977058
88791, 1819, 12.239159, 2.193089, -0.026336, -0.591280, 0.210505, -0.113247, 33.977058
88801, 1804, 11.489774, 2.257732, 0.476446, -0.527329, 0.174799, -0.131632, 33.982941
88811, 1801, 10.699687, 2.370260, 0.818817, -0.393832, 0.235286, -0.138294, 33.962353
88821, 1791, 10.077195, 2.559402, 1.070208, -0.215035, 0.318156, -0.105253, 33.974117
88831, 1779, 9.536105, 2.779668, 1.261744, -0.021317, 0.385571, -0.007994, 33.994705
88841, 1774, 9.090784, 3.172317, 1.513135, 0.152683, 0.402891, 0.192919, 33.988823
88851, 1781, 9.591172, 2.147599, 1.525106, 0.295240, 0.393032, 0.364521, 33.980000
88861, 1755, 10.117896, 0.921768, 1.637634, 0.408220, 0.395697, 0.168138, 33.971176
88871, 1745, 9.904813, 1.319205, 1.489193, 0.429271, 0.359724, 0.093795, 33.971176
88881, 1751, 9.701305, 1.630451, 1.240196, 0.383972, 0.286980, 0.151617, 33.977058
88891, 1759, 9.801862, 1.666364, 1.003170, 0.290977, 0.206508, 0.190254, 33.959412
88901, 1776, 10.002975, 1.517924, 0.718261, 0.194518, 0.150285, 0.220364, 33.962353
88911, 1829, 10.230424, 1.242591, 0.337582, 0.120175, 0.119908, 0.253406, 33.953529
88921, 1869, 10.445902, 0.919373, -0.026336, 0.062619, 0.102322, 0.289645, 33.962353
88931, 1873, 10.587160, 0.612916, -0.399832, 0.012257, 0.080205, 0.320821, 33.974117
88941, 1807, 10.575189, 0.363919, -0.696713, -0.041568, 0.042634, 0.355994, 33.962353
88951, 1753, 10.400413, 0.153229, -0.905008, -0.094594, -0.002132, 0.381574, 33.971176
88961, 1734, 10.141838, 0.098162, -1.022324, -0.138294, -0.036772, 0.401026, 33.962353
88971, 1739, 9.868899, 0.105345, -1.079785, -0.169204, -0.054092, 0.415149, 33.941765
88981, 1744, 9.593566, 0.146046, -1.058237, -0.195051, -0.064484, 0.410619, 33.950588
88991, 1715, 9.279925, 0.320823, -1.084573, -0.228092, -0.091130, 0.396763, 33.938824
89001, 1712, 8.959103, 0.512359, -1.158794, -0.277654, -0.132165, 0.372515, 33.956470
89011, 1705, 8.671799, 0.684742, -1.247379, -0.346401, -0.183593, 0.339207, 33.962353
89021, 1680, 8.355764, 0.845153, -1.441309, -0.424208, -0.243547, 0.304833, 33.956470
89031, 1407, 8.123527, 0.926556, -1.651999, -0.497219, -0.297639, 0.264864, 33.982941
89041, 1620, 7.970297, 0.969652, -1.781286, -0.572628, -0.350398, 0.232888, 33.994705
89051, 3270, 7.879318, 0.964863, -1.790863, -0.650701, -0.392766, 0.202245, 33.971176
89061, 4095, 7.785944, 1.027112, -1.692701, -0.717317, -0.430337, 0.175865, 33.974117
89071, 2507, 7.639898, 1.058237, -1.589750, -0.773008, -0.445792, 0.156147, 33.968235
89081, 1725, 7.694964, 1.115698, -1.534683, -0.809247, -0.435400, 0.133231, 33.962353
89091, 1586, 7.900866, 1.094150, -1.510741, -0.795923, -0.432735, 0.096726, 33.974117
89101, 1535, 8.192958, 1.213860, -1.309628, -0.722646, -0.490025, 0.051427, 33.953529
89111, 1559, 7.999028, 1.386243, -1.407791, -0.627786, -0.569963, 0.079939, 33.953529
89121, 1529, 7.912837, 1.271321, -1.764527, -0.578490, -0.540652, 0.120974, 33.974117
89131, 1535, 8.216900, 1.216254, -1.956063, -0.568364, -0.428472, 0.118043, 33.977058
89141, 1554, 8.655039, 1.256956, -2.008735, -0.548913, -0.366652, 0.102588, 33.971176
89151, 1571, 8.839393, 1.206678, -2.109292, -0.505213, -0.363455, 0.111381, 33.956470
89161, 1584, 8.889671, 0.993594, -2.207454, -0.443394, -0.351997, 0.115378, 33.959412
89171, 1621, 8.983045, 0.873884, -2.272097, -0.385305, -0.300037, 0.106319, 33.968235
89181, 1637, 9.112331, 0.775721, -2.090138, -0.346401, -0.265930, 0.091930, 33.971176
89191, 1645, 9.045294, 0.593762, -1.800440, -0.326683, -0.280851, 0.097259, 33.980000
89201, 1683, 8.659827, 0.306458, -1.845930, -0.348266, -0.244613, 0.109250, 33.962353
89211, 1711, 8.544906, -0.150835, -2.130840, -0.407421, -0.145489, 0.114046, 33.968235
89221, 1710, 8.700529, -0.529119, -2.418144, -0.459115, -0.057556, 0.104187, 33.962353
89231, 1715, 8.904037, -0.787692, -2.506729, -0.490025, 0.002665, 0.095660, 33.977058
89241, 1717, 8.942344, -0.536301, -2.616863, -0.520135, 0.033308, 0.098591, 33.959412
89251, 1724, 9.136273, -0.114922, -2.782062, -0.542518, 0.037571, 0.109250, 33.965294
89261, 1721, 9.509769, 0.158017, -2.873042, -0.550778, 0.035173, 0.111115, 33.977058
89271, 1728, 9.777920, 0.440533, -2.918532, -0.518536, 0.052493, 0.068214, 33.962353
89281, 1699, 10.058042, 0.837971, -3.083732, -0.441528, 0.098858, 0.021850, 33.953529
89291, 1712, 10.512939, 1.276109, -3.375824, -0.326949, 0.151617, -0.023982, 33.950588
89301, 1710, 11.085154, 1.702277, -3.620033, -0.187057, 0.177464, -0.065816, 33.971176
89311, 1689, 11.736377, 2.054225, -3.739743, -0.031443, 0.178796, -0.091130, 33.974117
89321, 1701, 12.184093, 2.138022, -3.857059, 0.106052, 0.177730, -0.101522, 33.968235
89331, 1709, 12.423512, 1.975216, -3.854665, 0.210772, 0.194251, -0.095660, 33.959412
89341, 1744, 12.610260, 1.709460, -3.682282, 0.296306, 0.239283, -0.059421, 33.962353
89351, 1790, 12.916718, 1.242591, -3.418920, 0.385038, 0.270992, 0.016254, 33.965294
89361, 1759, 13.450625, 0.756568, -3.023877, 0.476168, 0.277387, 0.114046, 33.968235
89371, 1770, 13.752295, 0.622492, -2.542642, 0.561969, 0.225427, 0.223562, 33.968235
89381, 1775, 13.623008, 0.603339, -1.989582, 0.613930, 0.128168, 0.329881, 33.980000
89391, 1774, 13.237541, 0.560243, -1.551443, 0.605136, 0.076208, 0.428738, 33.974117
89401, 1778, 12.931084, 0.282516, -1.295263, 0.536123, 0.108184, 0.506012, 33.971176
89411, 1782, 13.077129, -0.363919, -0.940921, 0.431136, 0.166006, 0.532126, 33.968235
89421, 1840, 12.761095, -0.852336, -0.514753, 0.303767, 0.183593, 0.499351, 33.965294
89431, 1917, 11.887212, -1.130063, -0.296881, 0.132698, 0.130567, 0.403957, 33.974117
89441, 1956, 11.054029, -1.276109, -0.330400, -0.107651, 0.087400, 0.325617, 33.991764
89451, 1900, 10.398018, -1.189918, -0.280122, -0.423142, 0.096193, 0.263265, 33.985882
89461, 1856, 9.995792, -1.448492, 0.102951, -0.778337, 0.138028, 0.262466, 33.974117
89471, 1791, 9.957485, -2.324770, 0.785298, -1.036539, 0.143090, 0.125770, 33.985882
89481, 1804, 9.227253, -1.235408, 1.225831, -1.257969, 0.100723, 0.116178, 33.974117
89491, 1750, 9.076419, -0.452504, 1.656788, -1.457017, 0.051427, 0.213969, 33.974117
89501, 1737, 9.358934, -0.076614, 2.039860, -1.595311, -0.024515, 0.233954, 33.956470
89511, 1769, 9.543288, -0.026336, 2.126051, -1.619825, -0.129767, 0.142291, 33.968235
89521, 1767, 9.464279, 0.196325, 1.841141, -1.569731, -0.205709, 0.029844, 33.968235
89531, 1798, 9.332599, 0.418985, 1.400608, -1.505247, -0.227559, -0.062885, 33.977058
89541, 1805, 9.210494, 0.689530, 0.950498, -1.421044, -0.216900, -0.124971, 33.968235
89551, 1411, 9.184157, 1.039083, 0.459687, -1.331247, -0.197982, -0.152949, 33.965294
89561, 1746, 9.117120, 1.577779, -0.045490, -1.256904, -0.181461, -0.131100, 33.977058
89571, 3856, 9.246407, 1.640028, -0.509965, -1.206809, -0.196916, -0.100190, 33.974117
89581, 4095, 9.258378, 1.635240, -0.974440, -1.204943, -0.224628, -0.086334, 33.953529
89591, 3175, 9.186552, 1.546654, -1.393425, -1.252107, -0.239550, -0.065283, 33.962353
89601, 1881, 9.244013, 1.422156, -1.616086, -1.324319, -0.245145, -0.049562, 33.968235
89611, 1709, 9.315839, 1.312023, -1.642422, -1.384006, -0.258469, -0.039436, 33.962353
89621, 1678, 9.351752, 1.139640, -1.283292, -1.404524, -0.330946, -0.014389, 33.965294
89631, 1616, 8.930372, 0.811634, -1.280898, -1.382407, -0.423142, 0.007461, 33.988823
89641, 1654, 8.362947, 0.502782, -1.503559, -1.376545, -0.404224, 0.014655, 33.980000
89651, 1646, 8.137892, 0.411803, -1.551443, -1.381874, -0.318956, 0.004263, 33.974117
89661, 1658, 8.171411, 0.347159, -1.374272, -1.352564, -0.267795, -0.013323, 33.977058
89671, 1649, 8.137892, 0.172383, -1.403002, -1.282218, -0.275256, -0.030110, 33.991764
89681, 1647, 7.879318, -0.007183, -1.637634, -1.183893, -0.292309, -0.044766, 33.985882
89691, 1605, 7.611167, 0.062249, -1.939303, -1.086101, -0.285648, -0.050095, 33.977058
89701, 1616, 7.685388, 0.090980, -2.013524, -1.006429, -0.296040, -0.030910, 33.977058
89711, 1622, 7.898471, -0.081403, -1.874660, -0.943810, -0.350132, -0.018386, 33.985882
89721, 1701, 7.915231, -0.330400, -1.762132, -0.894515, -0.373580, -0.026380, 33.977058
89731, 1690, 7.769185, -0.442927, -1.802834, -0.880392, -0.302968, -0.029311, 33.977058
89741, 1662, 7.852982, -0.493206, -1.963245, -0.911568, -0.180662, -0.022383, 33.965294
89751, 1715, 8.183381, -0.514753, -2.118869, -0.957400, -0.065283, -0.019985, 33.980000
89761, 1739, 8.576031, -0.497994, -2.348712, -0.990441, 0.000000, -0.025314, 33.991764
89771, 1751, 8.923190, -0.416591, -2.674323, -0.999234, -0.003730, -0.031975, 33.977058
89781, 1744, 9.174581, -0.328006, -2.918532, -0.989908, -0.053292, -0.039170, 33.982941
89791, 1761, 9.318233, -0.198719, -3.014300, -0.969391, -0.117776, -0.039436, 33.962353
89801, 1771, 9.351752, -0.074220, -3.081338, -0.937948, -0.166806, -0.033041, 33.959412
89811, 1786, 9.301474, 0.064643, -3.107674, -0.901709, -0.179862, -0.029577, 33.965294
89821, 1757, 9.165004, 0.237026, -3.114856, -0.859874, -0.159611, -0.018652, 33.962353
89831, 1744, 8.999804, 0.469264, -3.038242, -0.810312, -0.118842, -0.010925, 33.947647
89841, 1775, 8.832211, 0.658405, -3.007117, -0.753556, -0.065017, 0.000000, 33.974117
89851, 1773, 8.650250, 0.883460, -2.952051, -0.689338, 0.009593, -0.005862, 33.974117
89861, 1818, 8.700529, 1.091756, -2.841918, -0.626453, 0.079672, -0.027446, 33.991764
89871, 1805, 8.865729, 1.247379, -2.762909, -0.566233, 0.102322, -0.052493, 33.991764
89881, 1809, 8.983045, 1.292869, -2.887407, -0.499084, 0.099124, -0.067149, 33.997646
89891, 1867, 9.062054, 1.144428, -3.088520, -0.438331, 0.129501, -0.058888, 33.974117
89901, 1862, 9.296685, 0.837971, -3.270479, -0.398628, 0.199580, -0.032775, 33.974117
89911, 1825, 9.916783, 0.452504, -3.387795, -0.405822, 0.260067, -0.015455, 33.974117
89921, 1811, 10.591949, 0.280122, -3.349488, -0.442594, 0.285115, -0.016254, 33.971176
89931, 1828, 10.963050, 0.126893, -3.325546, -0.470839, 0.286980, 0.012790, 33.988823
89941, 1810, 11.350910, -0.033519, -3.323152, -0.514273, 0.285381, 0.041035, 33.988823
89951, 1839, 11.812991, 0.071826, -3.303998, -0.581688, 0.285648, 0.028778, 33.971176
89961, 1887, 12.275072, 0.313640, -3.342306, -0.621923, 0.275256, -0.010658, 33.968235
89971, 1840, 12.684481, 0.617704, -3.490746, -0.611531, 0.251274, -0.061286, 33.974117
89981, 1813, 12.981361, 0.955287, -3.615245, -0.570496, 0.227292, -0.116711, 33.971176
89991, 1735, 13.239936, 1.302446, -3.605668, -0.527063, 0.196916, -0.171868, 33.971176
90001, 1743, 13.453019, 1.608904, -3.241749, -0.490824, 0.148420, -0.225427, 33.974117
90011, 1734, 13.326127, 1.790863, -2.633622, -0.458848, 0.093795, -0.272325, 33.977058
90021, 1737, 12.907142, 1.807622, -2.008735, -0.442328, 0.046631, -0.316557, 33.968235
90031, 1747, 12.397177, 1.771709, -1.304840, -0.443926, 0.011991, -0.355194, 33.959412
90041, 1771, 11.887212, 2.023100, -0.521936, -0.448989, -0.039703, -0.378643, 33.977058
90051, 1792, 11.312603, 2.288857, 0.210690, -0.414083, -0.138560, -0.363455, 33.980000
90061, 1776, 10.553641, 2.485181, 0.646434, -0.335210, -0.243547, -0.301636, 33.971176
90071, 1470, 10.010158, 2.015918, 0.928950, -0.219565, -0.296306, -0.329614, 33.965294
90081, 1792, 9.236830, 2.360683, 1.177947, -0.082870, -0.299770, -0.370383, 33.962353
90091, 3613, 8.556877, 2.992752, 1.422156, 0.101522, -0.252606, -0.326417, 33.950588
90101, 4095, 8.097190, 3.713407, 1.510741, 0.308031, -0.166806, -0.198248, 33.988823
90111, 2811, 8.887277, 2.267309, 1.209072, 0.510009, -0.013590, -0.174000, 33.991764
90121, 1702, 9.351752, 1.850718, 0.816423, 0.643240, 0.178263, -0.346668, 33.985882
90131, 1527, 9.902418, 1.795651, 0.416591, 0.678680, 0.253672, -0.333877, 33.974117
90141, 1482, 10.524911, 1.472434, 0.126893, 0.618726, 0.158812, -0.189188, 33.982941
90151, 1470, 11.003751, 1.074997, -0.232238, 0.499084, -0.025047, -0.023715, 33.974117
90161, 1456, 11.109096, 0.646434, -0.679953, 0.333078, -0.130567, 0.111648, 33.988823
90171, 1450, 11.250354, 0.351948, -0.778116, 0.154815, -0.151351, 0.191587, 33.974117
90181, 1459, 11.358093, 0.205901, -0.670376, 0.019718, -0.174266, 0.206242, 33.982941
90191, 1486, 11.259931, 0.100556, -0.792481, -0.067681, -0.215568, 0.210772, 33.980000
90201, 1535, 10.893618, 0.088585, -1.036689, -0.098858, -0.251008, 0.237685, 33.965294
90211, 1511, 10.505757, 0.181959, -1.278504, -0.079406, -0.296306, 0.267795, 33.965294
90221, 1535, 10.247183, 0.316035, -1.513135, -0.044499, -0.420478, 0.282450, 33.968235
90231, 1597, 9.823410, 0.459687, -1.606509, 0.012790, -0.560371, 0.287513, 33.968235
90241, 1586, 9.117120, 0.593762, -1.783680, 0.085268, -0.585951, 0.293375, 33.968235
90251, 1602, 8.535329, 0.794875, -1.972822, 0.125504, -0.488959, 0.282450, 33.974117
90261, 1623, 8.183381, 0.933739, -2.073379, 0.115112, -0.330413, 0.252073, 33.971176
90271, 1675, 7.994239, 1.077391, -2.073379, 0.069547, -0.192119, 0.217700, 33.977058
90281, 1699, 7.857770, 1.125275, -2.164358, 0.007994, -0.135629, 0.196916, 33.988823
90291, 1714, 7.654263, 1.086968, -2.279280, -0.059155, -0.149752, 0.188655, 33.965294
90301, 1729, 7.426814, 1.041478, -2.296039, -0.133498, -0.170536, 0.185991, 33.950588
90311, 1711, 7.201759, 0.957681, -2.291251, -0.214769, -0.168404, 0.183326, 33.965294
90321, 1741, 7.098808, 0.943315, -2.298434, -0.287513, -0.143890, 0.164674, 33.977058
90331, 1732, 7.110779, 0.979228, -2.255338, -0.330147, -0.101256, 0.143357, 33.985882
90341, 1731, 7.201759, 1.034295, -2.176329, -0.326417, -0.057556, 0.119375, 33.980000
90351, 1744, 7.328651, 1.206678, -2.181118, -0.289378, -0.012257, 0.103121, 33.977058
90361, 1745, 7.515399, 1.359907, -2.240973, -0.249142, 0.015188, 0.088466, 33.968235
90371, 1775, 7.587225, 1.479617, -2.475605, -0.207041, 0.041035, 0.070613, 33.968235
90381, 1801, 7.790732, 1.458069, -2.674323, -0.160943, 0.067415, 0.051694, 33.965294
90391, 1811, 8.063671, 1.369483, -2.882619, -0.119109, 0.071678, 0.033308, 33.974117
90401, 1840, 8.259995, 1.259350, -3.198653, -0.098058, 0.096726, 0.024515, 33.965294
90411, 1834, 8.525752, 1.137246, -3.454833, -0.102322, 0.147087, 0.016521, 33.965294
90421, 1840, 8.882488, 1.010353, -3.552995, -0.118309, 0.194251, 0.010126, 33.956470
90431, 1847, 9.155427, 0.890643, -3.519476, -0.134031, 0.215835, 0.014655, 33.980000
90441, 1855, 9.198523, 0.766145, -3.509900, -0.158279, 0.226227, 0.034374, 33.988823
90451, 1856, 9.208099, 0.603339, -3.569755, -0.212371, 0.238484, 0.062619, 33.980000
90461, 1913, 9.210494, 0.457293, -3.543418, -0.280585, 0.262199, 0.087400, 33.980000
90471, 1966, 9.296685, 0.282516, -3.368642, -0.339207, 0.295507, 0.101789, 33.971176
90481, 1952, 9.162610, 0.225055, -3.256114, -0.384772, 0.316824, 0.129501, 33.950588
90491, 1890, 9.105149, 0.258574, -3.272874, -0.419678, 0.337075, 0.155081, 33.980000
90501, 1827, 9.301474, 0.395043, -3.387795, -0.447390, 0.359191, 0.163342, 33.968235
90511, 1793, 9.612720, 0.565032, -3.428497, -0.463112, 0.367985, 0.154015, 33.968235
90521, 1794, 9.866506, 0.778116, -3.375824, -0.463378, 0.359724, 0.126570, 33.974117
90531, 1783, 10.208876, 1.125275, -3.268085, -0.430070, 0.346934, 0.086600, 33.968235
90541, 1786, 10.632649, 1.470040, -3.301604, -0.355194, 0.336809, 0.042900, 33.968235
