time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
78489, 1717, 9.849746, 1.110910, -3.313575, -0.016521, 0.165740, -0.304300, 33.874119
78499, 1714, 10.244789, 1.079785, -3.193865, 0.033574, 0.080205, -0.325884, 33.874119
78509, 1690, 10.481815, 0.885855, -3.174711, 0.038371, 0.063418, -0.273124, 33.871178
78519, 1729, 11.034876, 0.639252, -3.229778, -0.049828, 0.012790, -0.203044, 33.877060
78529, 1721, 11.453861, 0.433351, -3.138798, -0.160943, -0.127369, -0.150285, 33.871178
78539, 1728, 11.482592, 0.275333, -3.148375, -0.208907, -0.208640, -0.102322, 33.874119
78549, 1742, 11.563994, 0.280122, -3.342306, -0.251008, -0.188389, -0.059688, 33.868237
78559, 1744, 11.882423, 0.359130, -3.529053, -0.327749, -0.161210, -0.032242, 33.868237
78569, 1744, 12.339716, 0.608127, -3.684676, -0.394631, -0.165740, -0.030377, 33.877060
78579, 1769, 12.662932, 0.986411, -3.895366, -0.406089, -0.171868, -0.053825, 33.865295
78589, 1760, 13.165715, 1.517924, -3.801992, -0.382107, -0.146821, -0.104720, 33.862354
78599, 1774, 13.488933, 2.126051, -3.287239, -0.326150, -0.114845, -0.173467, 33.859413
78609, 1771, 13.330915, 2.461239, -2.604892, -0.256070, -0.125504, -0.241681, 33.865295
78619, 1814, 12.892776, 2.537854, -1.972822, -0.218499, -0.161476, -0.300836, 33.874119
78629, 1829, 12.351686, 2.305616, -1.393425, -0.249409, -0.183060, -0.358925, 33.856472
78639, 1845, 11.966220, 1.915361, -1.019930, -0.336542, -0.193185, -0.402891, 33.862354
78649, 1862, 11.621455, 1.769315, -0.804452, -0.394098, -0.184392, -0.423942, 33.850590
78659, 1856, 11.068395, 1.726219, -0.490811, -0.336542, -0.149485, -0.384239, 33.862354
78669, 1881, 10.287885, 1.671153, -0.390255, -0.171602, -0.072478, -0.301636, 33.865295
78679, 1849, 9.557653, 1.936909, -0.215478, 0.058888, 0.039170, -0.220098, 33.871178
78689, 1823, 8.796297, 2.624045, 0.138864, 0.337075, 0.142025, -0.127103, 33.859413
78699, 1779, 8.418014, 2.904167, 0.457293, 0.604337, 0.236086, 0.063152, 33.874119
78709, 1751, 8.944737, 2.240973, 0.560243, 0.871599, 0.365320, -0.047963, 33.868237
78719, 1755, 9.062054, 2.578555, 0.553061, 1.047464, 0.396230, -0.130833, 33.865295
78729, 1755, 9.342175, 2.535460, 0.426168, 1.093029, 0.304567, -0.062885, 33.865295
78739, 1748, 9.931149, 2.106898, 0.289698, 1.045066, 0.188922, -0.015988, 33.871178
78749, 1759, 10.218452, 1.929727, 0.074220, 0.951271, 0.084735, 0.047164, 33.877060
78759, 1746, 10.407595, 1.527501, -0.323217, 0.843887, -0.001066, 0.158279, 33.874119
78769, 1750, 10.393229, 1.108515, -0.725443, 0.746361, -0.026380, 0.255804, 33.874119
78779, 1757, 10.414778, 0.744597, -1.055843, 0.675482, -0.013057, 0.306165, 33.868237
78789, 1809, 10.508151, 0.397437, -1.326388, 0.630717, 0.006928, 0.313093, 33.853531
78799, 1869, 10.575189, 0.138864, -1.515530, 0.611265, -0.007461, 0.312560, 33.868237
78809, 1876, 10.529699, -0.021548, -1.616086, 0.614729, -0.065283, 0.310695, 33.865295
78819, 1855, 10.256760, -0.052672, -1.671153, 0.633914, -0.125770, 0.297106, 33.874119
78829, 1789, 9.768343, 0.098162, -1.699883, 0.644306, -0.158545, 0.291510, 33.868237
78839, 1769, 9.330204, 0.260968, -1.781286, 0.635513, -0.151884, 0.267262, 33.891766
78849, 1776, 9.124303, 0.368707, -1.824382, 0.603804, -0.154015, 0.228891, 33.885883
78859, 1734, 8.990228, 0.445322, -1.874660, 0.567565, -0.199314, 0.188389, 33.885883
78869, 1744, 8.760384, 0.469264, -1.956063, 0.536922, -0.261933, 0.159877, 33.880001
78879, 1747, 8.487445, 0.304064, -2.006341, 0.500949, -0.303501, 0.131899, 33.868237
78889, 1735, 8.149862, 0.136469, -1.960851, 0.445525, -0.306698, 0.116444, 33.880001
78899, 1755, 7.824251, -0.050278, -1.874660, 0.368784, -0.274190, 0.105786, 33.885883
78909, 1701, 7.520187, -0.126893, -1.910573, 0.294708, -0.241681, 0.092462, 33.871178
78919, 1424, 7.321469, -0.086191, -2.181118, 0.207841, -0.204110, 0.082870, 33.871178
78929, 2069, 7.304709, -0.150835, -2.365471, 0.114579, -0.134031, 0.062352, 33.874119
78939, 3923, 7.390901, 0.052672, -2.138022, 0.039436, -0.085534, 0.049029, 33.877060
78949, 4050, 7.594408, 0.158017, -2.193089, -0.024781, -0.049828, 0.057023, 33.894707
78959, 2271, 7.738060, 0.531513, -2.260126, -0.087666, 0.021051, 0.065550, 33.900589
78969, 1778, 8.078036, 0.842759, -2.568978, -0.110582, 0.044233, 0.081804, 33.877060
78979, 1633, 8.616732, 1.000776, -2.753332, -0.087933, 0.026646, 0.037038, 33.894707
78989, 1618, 9.095572, 1.280898, -2.540248, -0.023715, -0.105786, -0.013323, 33.891766
78999, 1555, 8.992621, 1.312023, -2.889802, 0.002931, -0.219299, 0.010658, 33.882942
79009, 1562, 8.848969, 1.235408, -3.361459, -0.021583, -0.161743, 0.024248, 33.874119
79019, 1585, 9.162610, 1.204283, -3.524265, -0.038637, -0.101522, -0.028245, 33.874119
79029, 1626, 9.502586, 1.024718, -3.610456, -0.053825, -0.123905, -0.082870, 33.877060
79039, 1655, 9.447520, 0.687136, -3.821146, -0.085002, -0.135363, -0.074609, 33.874119
79049, 1671, 9.289502, 0.363919, -4.036624, -0.139626, -0.096459, -0.043167, 33.868237
79059, 1691, 9.162610, 0.167594, -3.960010, -0.229691, -0.075675, -0.032775, 33.871178
79069, 1707, 8.935161, -0.059855, -3.485958, -0.333611, -0.102855, -0.014123, 33.882942
79079, 1715, 8.719683, -0.366313, -3.351882, -0.423142, -0.102855, 0.019718, 33.894707
79089, 1722, 8.554482, -0.483629, -3.397372, -0.496953, -0.033308, 0.056224, 33.877060
79099, 1757, 8.420407, -0.421380, -3.462016, -0.537455, 0.036505, 0.070879, 33.891766
79109, 1789, 8.480263, -0.287304, -3.519476, -0.546515, 0.098858, 0.061553, 33.894707
79119, 1798, 8.839393, -0.136469, -3.610456, -0.524931, 0.154282, 0.028245, 33.909412
79129, 1790, 9.193734, 0.131681, -3.682282, -0.479899, 0.168138, -0.004263, 33.885883
79139, 1819, 9.440337, 0.450110, -3.833117, -0.447657, 0.169204, -0.036239, 33.882942
79149, 1802, 9.777920, 0.770933, -4.086902, -0.424741, 0.213703, -0.070613, 33.885883
79159, 1815, 10.390836, 0.909797, -4.206613, -0.391966, 0.310429, -0.094594, 33.880001
79169, 1822, 11.178528, 0.928950, -4.264073, -0.347734, 0.434867, -0.100190, 33.862354
79179, 1821, 12.004527, 0.988805, -4.352659, -0.300570, 0.498285, -0.096459, 33.885883
79189, 1815, 12.787432, 1.082179, -4.316746, -0.269394, 0.483896, -0.090331, 33.882942
79199, 1840, 13.330915, 1.010353, -4.060566, -0.236885, 0.409819, -0.075142, 33.874119
79209, 1808, 14.027628, 0.751779, -3.462016, -0.203844, 0.374646, -0.052760, 33.885883
79219, 1843, 14.769831, 0.471658, -2.456451, -0.146288, 0.395430, -0.011458, 33.877060
79229, 1830, 14.882358, 0.433351, -1.563414, -0.055957, 0.355461, 0.063418, 33.882942
79239, 1812, 14.080300, 0.706290, -1.110910, 0.019452, 0.290711, 0.131632, 33.880001
79249, 1861, 13.460202, 0.924162, -0.943315, 0.039969, 0.343204, 0.158279, 33.880001
79259, 1847, 13.654132, 0.967257, -0.730232, -0.016254, 0.494021, 0.170536, 33.888824
79269, 1864, 13.450625, 1.237802, -0.684742, -0.084469, 0.485761, 0.217433, 33.894707
79279, 1871, 12.337321, 1.400608, -1.060631, -0.168404, 0.306432, 0.296040, 33.882942
79289, 1887, 11.137826, 1.005565, -1.403002, -0.342937, 0.205709, 0.325884, 33.891766
79299, 1899, 10.292673, 0.287304, -1.443704, -0.643240, 0.225694, 0.305632, 33.885883
79309, 1915, 9.694122, -0.622492, -1.242591, -1.004297, 0.252340, 0.248077, 33.865295
79319, 1903, 9.165004, -1.381454, -0.854730, -1.330447, 0.228891, 0.176132, 33.880001
79329, 1951, 8.791509, -1.867477, -0.318429, -1.555341, 0.163342, 0.106851, 33.885883
79339, 2001, 8.492233, -1.812411, 0.328006, -1.694701, 0.073011, 0.025047, 33.885883
79349, 1975, 8.140285, -1.007959, 0.897826, -1.764515, 0.016787, 0.032242, 33.891766
79359, 1964, 8.197746, -0.385466, 1.139640, -1.764781, -0.018919, 0.123905, 33.874119
79369, 1859, 8.667010, -0.179565, 1.242591, -1.709357, -0.042101, 0.099923, 33.862354
79379, 1794, 8.999804, 0.241814, 1.271321, -1.600107, -0.045565, 0.034640, 33.885883
79389, 1831, 9.272743, 0.634463, 1.074997, -1.482864, -0.007461, -0.007727, 33.897648
79399, 1801, 9.610326, 1.063026, 0.641646, -1.372015, 0.067149, -0.028511, 33.891766
79409, 1818, 10.074800, 1.458069, 0.107739, -1.290478, 0.123372, -0.028778, 33.885883
79419, 1842, 10.517728, 1.735796, -0.368707, -1.237985, 0.126570, -0.022649, 33.877060
79429, 1809, 10.632649, 1.848324, -0.749385, -1.224662, 0.079672, -0.010925, 33.877060
79439, 1851, 10.484209, 1.838747, -0.976834, -1.260368, -0.010925, 0.010392, 33.880001
79449, 1715, 10.134656, 1.656788, -1.041478, -1.328049, -0.129767, 0.038904, 33.885883
79459, 1578, 9.782708, 1.175553, -1.098939, -1.402658, -0.242481, 0.035972, 33.897648
79469, 2416, 9.394848, 0.926556, -1.180341, -1.457017, -0.328815, 0.000266, 33.874119
79479, 4095, 8.968679, 0.881066, -1.323994, -1.486061, -0.378643, 0.013323, 33.882942
79489, 3867, 8.588001, 0.828394, -1.489193, -1.481798, -0.385305, 0.051427, 33.877060
79499, 2211, 8.281544, 0.754174, -1.594538, -1.459149, -0.363455, 0.085268, 33.882942
79509, 1810, 8.137892, 0.715866, -1.618480, -1.411185, -0.327216, 0.097259, 33.885883
79519, 1723, 8.094796, 0.644040, -1.436521, -1.311528, -0.297905, 0.087400, 33.874119
79529, 1679, 8.075643, 0.402226, -1.134852, -1.183093, -0.348266, 0.076208, 33.880001
79539, 1679, 7.558495, 0.280122, -1.379060, -1.086101, -0.360524, 0.082603, 33.882942
79549, 1669, 7.120356, 0.270545, -1.798046, -1.030677, -0.273923, 0.122839, 33.891766
79559, 1671, 7.165846, 0.366313, -1.946486, -0.993106, -0.196916, 0.156946, 33.877060
79569, 1673, 7.558495, 0.112527, -1.910573, -0.954735, -0.194784, 0.148420, 33.888824
79579, 1728, 7.699753, 0.014365, -2.039860, -0.921427, -0.213170, 0.138560, 33.880001
79589, 1696, 7.807492, -0.047884, -2.276886, -0.908371, -0.213969, 0.158812, 33.880001
79599, 1707, 8.104373, -0.102951, -2.336741, -0.903308, -0.236352, 0.164674, 33.865295
79609, 1703, 8.248025, -0.155623, -2.217031, -0.899311, -0.256870, 0.152949, 33.885883
79619, 1788, 8.295909, -0.177171, -2.296039, -0.890518, -0.189188, 0.139093, 33.877060
79629, 1808, 8.456321, -0.093374, -2.511518, -0.864671, -0.082603, 0.114312, 33.888824
79639, 1830, 8.750807, 0.098162, -2.731784, -0.810845, -0.015721, 0.071678, 33.874119
79649, 1841, 8.978256, 0.239420, -2.820370, -0.740233, 0.001066, 0.016521, 33.882942
79659, 1861, 9.076419, 0.366313, -2.975993, -0.654698, 0.004263, -0.035706, 33.891766
79669, 1873, 9.133880, 0.442927, -3.251326, -0.555841, 0.016254, -0.079406, 33.894707
79679, 1904, 9.215282, 0.567426, -3.438074, -0.448190, 0.026913, -0.121773, 33.894707
79689, 1904, 9.267955, 0.648829, -3.517082, -0.333078, 0.037305, -0.158545, 33.891766
79699, 1936, 9.248801, 0.639252, -3.541024, -0.225960, 0.062885, -0.176398, 33.897648
79709, 1925, 9.373300, 0.627281, -3.399766, -0.154015, 0.093528, -0.180129, 33.888824
79719, 1935, 9.677363, 0.610521, -3.047819, -0.124172, 0.111914, -0.175066, 33.897648
79729, 1899, 9.828198, 0.483629, -2.707842, -0.101789, 0.128701, -0.148153, 33.894707
79739, 1917, 9.792285, 0.282516, -2.636016, -0.111115, 0.132698, -0.113247, 33.897648
79749, 1879, 9.739613, 0.150835, -2.707842, -0.172401, 0.104453, -0.095660, 33.888824
79759, 1899, 9.935937, 0.169988, -2.700660, -0.241415, 0.070080, -0.106052, 33.900589
79769, 1872, 10.304645, 0.158017, -2.583344, -0.270992, 0.073011, -0.121773, 33.903530
79779, 1832, 10.694899, 0.088585, -2.647987, -0.278986, 0.108450, -0.118043, 33.900589
79789, 1808, 11.082760, -0.002394, -3.047819, -0.286447, 0.112980, -0.087133, 33.897648
79799, 1795, 11.523293, 0.043096, -3.493140, -0.292576, 0.044499, -0.070080, 33.897648
79809, 1781, 11.827356, 0.062249, -3.792415, -0.271792, -0.017587, -0.085002, 33.894707
79819, 1777, 12.246342, 0.131681, -3.943250, -0.241415, -0.026380, -0.125237, 33.894707
79829, 1744, 13.041217, 0.462081, -3.751714, -0.220098, -0.026913, -0.187057, 33.882942
79839, 1755, 13.917495, 1.086968, -3.213019, -0.166006, -0.094861, -0.264064, 33.888824
79849, 1749, 14.219164, 1.668759, -2.406173, -0.058089, -0.243280, -0.342937, 33.877060
79859, 1776, 13.666103, 1.953669, -1.584962, 0.025847, -0.381574, -0.408220, 33.885883
79869, 1787, 12.816162, 2.013524, -1.019930, -0.013856, -0.431403, -0.464444, 33.885883
79879, 1856, 12.212823, 1.960851, -0.672771, -0.162276, -0.391433, -0.536655, 33.882942
79889, 1955, 11.899182, 1.975216, -0.306458, -0.318689, -0.333611, -0.620058, 33.885883
79899, 1989, 11.314998, 1.889025, -0.055067, -0.378110, -0.269394, -0.666156, 33.888824
79909, 1942, 10.579977, 1.874660, -0.086191, -0.317090, -0.148420, -0.622989, 33.888824
79919, 1861, 9.957485, 2.090138, -0.062249, -0.129234, 0.048496, -0.518003, 33.885883
79929, 1787, 9.509769, 2.351106, 0.074220, 0.126570, 0.263265, -0.390634, 33.885883
79939, 1733, 9.220071, 2.580950, 0.193930, 0.352263, 0.424475, -0.252073, 33.885883
79949, 1710, 9.093178, 2.705448, 0.191536, 0.505213, 0.493489, -0.108983, 33.874119
79959, 1688, 9.311050, 2.580950, 0.095768, 0.572361, 0.484695, 0.021850, 33.897648
79969, 1701, 9.852140, 2.176329, 0.007183, 0.564368, 0.426074, 0.081538, 33.903530
79979, 1703, 10.182540, 2.078167, -0.052672, 0.491090, 0.326949, 0.119908, 33.897648
79989, 1680, 10.378864, 1.886631, -0.136469, 0.388769, 0.200913, 0.217700, 33.891766
79999, 1572, 10.465055, 1.589750, -0.217872, 0.288046, 0.100989, 0.319489, 33.894707
80009, 1360, 10.469844, 1.247379, -0.306458, 0.180662, 0.039969, 0.394098, 33.894707
80019, 2255, 10.350134, 0.909797, -0.454898, 0.072211, 0.007727, 0.442061, 33.888824
80029, 4018, 10.204087, 0.651223, -0.624887, -0.023715, -0.003997, 0.474303, 33.885883
80039, 3323, 10.036493, 0.462081, -0.804452, -0.095660, -0.002398, 0.504413, 33.909412
80049, 1995, 9.933543, 0.292093, -0.988805, -0.159078, -0.009326, 0.537721, 33.909412
80059, 1680, 9.928755, 0.141258, -1.146823, -0.208640, -0.047164, 0.541718, 33.909412
80069, 1599, 9.765948, 0.098162, -1.218649, -0.212104, -0.119908, 0.490557, 33.897648
80079, 1578, 9.447520, 0.155623, -1.120486, -0.164674, -0.249142, 0.419945, 33.885883
80089, 1568, 8.920795, 0.081403, -1.266533, -0.159877, -0.371182, 0.392499, 33.891766
80099, 1562, 8.530540, 0.026336, -1.625663, -0.204910, -0.386104, 0.365587, 33.897648
80109, 1566, 8.552089, 0.047884, -1.750161, -0.273391, -0.344802, 0.324285, 33.921177
80119, 1584, 8.573636, 0.114922, -2.013524, -0.352263, -0.309896, 0.278453, 33.894707
80129, 1563, 8.267179, 0.282516, -2.468422, -0.409286, -0.280585, 0.248077, 33.877060
80139, 1590, 8.020576, 0.486023, -2.952051, -0.453786, -0.252340, 0.224095, 33.888824
80149, 1600, 8.152257, 0.670376, -3.045424, -0.496153, -0.306698, 0.196383, 33.888824
80159, 1668, 8.061277, 0.708684, -2.659958, -0.516404, -0.427406, 0.169737, 33.891766
80170, 1645, 7.754819, 0.691924, -2.365471, -0.545449, -0.460714, 0.156946, 33.900589
80180, 1667, 7.539341, 0.579397, -2.257732, -0.599541, -0.437798, 0.143357, 33.909412
80190, 1689, 7.417237, 0.569820, -2.257732, -0.654965, -0.367452, 0.132698, 33.891766
80200, 1739, 7.472303, 0.548272, -2.240973, -0.683210, -0.255271, 0.124172, 33.871178
80210, 1714, 7.754819, 0.612916, -2.229002, -0.671485, -0.136695, 0.120175, 33.880001
80220, 1720, 8.085219, 0.773327, -2.260126, -0.628851, -0.038904, 0.120708, 33.891766
80230, 1731, 8.477868, 1.017536, -2.329558, -0.578224, 0.019452, 0.119109, 33.882942
80240, 1719, 8.829816, 1.185130, -2.497152, -0.536389, 0.050628, 0.109516, 33.880001
80250, 1680, 9.150639, 1.304840, -2.703054, -0.498818, 0.051161, 0.099923, 33.888824
80260, 1712, 9.380483, 1.316811, -2.904167, -0.464711, 0.039436, 0.088466, 33.888824
80270, 1757, 9.502586, 1.256956, -3.119645, -0.437798, 0.037838, 0.078340, 33.900589
80280, 1732, 9.583989, 1.175553, -3.217807, -0.423142, 0.044233, 0.075675, 33.891766
80290, 1751, 9.473856, 1.034295, -3.351882, -0.416214, 0.068481, 0.078340, 33.877060
80300, 1741, 9.265560, 0.842759, -3.366248, -0.419145, 0.113247, 0.093262, 33.882942
80310, 1753, 9.145850, 0.636858, -3.356671, -0.450588, 0.144956, 0.121507, 33.888824
80320, 1751, 8.968679, 0.411803, -3.469198, -0.506279, 0.143090, 0.153482, 33.888824
80330, 1746, 8.750807, 0.119710, -3.653552, -0.565966, 0.124704, 0.184126, 33.909412
80340, 1754, 8.767567, -0.253785, -3.627216, -0.614729, 0.111914, 0.196383, 33.891766
80350, 1742, 8.659827, -0.332794, -3.641581, -0.647770, 0.126836, 0.220897, 33.885883
80360, 1757, 8.748413, -0.308852, -3.536236, -0.662692, 0.166273, 0.225427, 33.900589
80370, 1744, 8.880095, -0.019154, -3.406949, -0.641109, 0.204643, 0.209706, 33.909412
80380, 1745, 8.908825, 0.330400, -3.368642, -0.579822, 0.219032, 0.189188, 33.906471
80390, 1725, 9.006987, 0.593762, -3.354277, -0.495354, 0.228625, 0.152417, 33.918236
80400, 1731, 9.414001, 0.876278, -3.339911, -0.385038, 0.242214, 0.114312, 33.918236
80410, 1737, 10.077195, 1.204283, -3.371036, -0.243014, 0.239283, 0.077807, 33.912354
80420, 1751, 10.766725, 1.556231, -3.622427, -0.083403, 0.215035, 0.050894, 33.909412
80430, 1792, 11.432313, 1.742979, -3.845088, 0.075675, 0.179862, 0.042368, 33.900589
80440, 1840, 11.961432, 1.637634, -4.024653, 0.192119, 0.174000, 0.057023, 33.897648
80450, 1806, 12.397177, 1.240196, -3.998317, 0.251807, 0.229957, 0.082603, 33.912354
80460, 1734, 12.904747, 0.775721, -3.787627, 0.270193, 0.346135, 0.107384, 33.894707
80470, 1707, 13.881581, 0.296881, -3.191471, 0.277654, 0.467908, 0.147887, 33.903530
80480, 1712, 14.664485, 0.045490, -2.267309, 0.320021, 0.529994, 0.222496, 33.912354
80490, 1678, 14.614207, -0.055067, -1.266533, 0.354395, 0.466043, 0.334144, 33.894707
80500, 1712, 14.200010, -0.004788, -0.462081, 0.338141, 0.373580, 0.398894, 33.894707
80510, 1701, 13.939042, -0.146046, 0.174777, 0.267262, 0.324285, 0.442328, 33.900589
80520, 1713, 13.989321, -0.371101, 0.778116, 0.172401, 0.330147, 0.444726, 33.897648
80530, 1712, 13.390770, -0.438139, 0.957681, 0.052493, 0.300570, 0.441795, 33.894707
80540, 1674, 12.536040, -0.478840, 0.667982, -0.105786, 0.213969, 0.411951, 33.906471
80550, 1359, 11.664551, -0.533907, -0.043096, -0.318423, 0.150285, 0.341338, 33.885883
80560, 1984, 10.994174, -0.639252, -0.373495, -0.653366, 0.175066, 0.269926, 33.885883
80570, 4049, 10.261548, -0.600945, -0.337582, -1.032809, 0.209706, 0.261400, 33.891766
80580, 4095, 9.739613, -1.019930, -0.038307, -1.361357, 0.223828, 0.276588, 33.900589
80590, 2647, 9.318233, -1.323994, 0.296881, -1.620092, 0.233954, 0.232622, 33.882942
80600, 1782, 9.208099, -1.201889, 0.679953, -1.783700, 0.237951, 0.152683, 33.885883
80610, 1648, 9.337387, -0.893037, 1.300052, -1.816475, 0.192652, 0.075675, 33.903530
80620, 1591, 9.406818, -0.521936, 1.917756, -1.747994, 0.010658, 0.026646, 33.906471
80630, 1535, 8.820239, -0.179565, 1.711854, -1.666989, -0.115378, -0.005329, 33.906471
80640, 1571, 8.413225, 0.167594, 1.386243, -1.608634, -0.094861, -0.050361, 33.897648
80650, 1563, 8.487445, 0.509965, 1.235408, -1.551611, -0.033841, -0.123106, 33.900589
80660, 1611, 8.664616, 0.811634, 0.972046, -1.477002, 0.010126, -0.179063, 33.909412
80670, 1604, 8.724471, 1.074997, 0.512359, -1.387204, 0.031975, -0.182260, 33.900589
80680, 1651, 8.769960, 1.259350, -0.045490, -1.304867, 0.040502, -0.160677, 33.897648
80690, 1643, 9.016563, 1.376666, -0.428562, -1.238518, 0.006395, -0.147087, 33.903530
80700, 1680, 9.303867, 1.374272, -0.603339, -1.201213, -0.078074, -0.132432, 33.903530
80710, 1714, 9.337387, 1.297657, -0.739808, -1.204144, -0.157213, -0.104187, 33.897648
80720, 1776, 9.148245, 1.149217, -0.945710, -1.240383, -0.176132, -0.065816, 33.912354
80730, 1808, 8.954314, 1.031901, -1.110910, -1.296873, -0.145489, -0.026913, 33.906471
80740, 1782, 8.916007, 0.876278, -1.154005, -1.346968, -0.104187, 0.000266, 33.918236
80750, 1789, 8.920795, 0.694318, -1.225831, -1.364021, -0.077807, 0.006928, 33.894707
80760, 1772, 8.868123, 0.574608, -1.333570, -1.335510, -0.075409, 0.005862, 33.897648
80770, 1782, 8.777143, 0.474052, -1.465251, -1.268095, -0.094061, 0.004263, 33.894707
80780, 1776, 8.597578, 0.411803, -1.541866, -1.174034, -0.123639, -0.001599, 33.894707
80790, 1785, 8.413225, 0.380678, -1.570596, -1.067449, -0.152417, -0.004796, 33.888824
80800, 1779, 8.257602, 0.366313, -1.532289, -0.962729, -0.174000, -0.003198, 33.909412
80810, 1795, 8.113950, 0.304064, -1.582567, -0.863871, -0.183593, -0.002132, 33.909412
80820, 1818, 8.003817, 0.229843, -1.640028, -0.771409, -0.176398, -0.009326, 33.900589
80830, 1778, 7.994239, 0.124498, -1.766921, -0.690937, -0.158812, -0.007727, 33.894707
80840, 1811, 8.054094, 0.011971, -1.929727, -0.629917, -0.112447, -0.007461, 33.891766
80850, 1795, 8.298303, -0.076614, -1.975216, -0.590747, -0.054358, -0.014123, 33.894707
80860, 1805, 8.576031, -0.122104, -1.968034, -0.556640, -0.018652, -0.022916, 33.891766
80870, 1808, 8.772355, -0.107739, -1.956063, -0.521467, 0.004263, -0.031709, 33.894707
80880, 1801, 8.858546, -0.069432, -2.042254, -0.492156, 0.022916, -0.044766, 33.900589
80890, 1835, 8.872911, -0.038307, -2.193089, -0.460714, 0.055957, -0.062352, 33.885883
80900, 1818, 8.911219, -0.007183, -2.346318, -0.424475, 0.100456, -0.083403, 33.906471
80910, 1814, 8.990228, 0.069432, -2.442086, -0.379975, 0.147087, -0.104453, 33.912354
80920, 1823, 9.023746, 0.169988, -2.475605, -0.322153, 0.185458, -0.121507, 33.912354
80930, 1836, 9.002198, 0.323217, -2.494758, -0.244080, 0.215035, -0.132965, 33.903530
80940, 1843, 8.916007, 0.409408, -2.451663, -0.154548, 0.231556, -0.140959, 33.874119
80950, 1850, 8.884883, 0.390255, -2.396596, -0.063685, 0.238484, -0.154548, 33.882942
80960, 1899, 8.825027, 0.311246, -2.434903, 0.031176, 0.239550, -0.172668, 33.900589
80970, 1936, 8.846576, 0.179565, -2.489970, 0.127902, 0.243014, -0.180662, 33.900589
80980, 2019, 9.052477, 0.090980, -2.446874, 0.202245, 0.235286, -0.182260, 33.897648
80990, 1984, 9.349358, -0.088585, -2.406173, 0.241149, 0.197982, -0.179329, 33.888824
81000, 1961, 9.406818, -0.330400, -2.387019, 0.245945, 0.157213, -0.147354, 33.891766
81010, 1843, 9.483433, -0.519542, -2.377442, 0.187057, 0.134031, -0.098058, 33.885883
81020, 1798, 9.816227, -0.586579, -2.346318, 0.079672, 0.099923, -0.071145, 33.894707
81030, 1790, 10.220847, -0.703895, -2.224213, -0.028245, 0.046631, -0.051694, 33.894707
81040, 1745, 10.534488, -0.936133, -2.166753, -0.161210, 0.020251, -0.017320, 33.885883
81050, 1767, 10.857705, -1.144428, -2.207454, -0.339473, 0.030377, 0.002132, 33.915295
81060, 1781, 11.233594, -1.225831, -2.525883, -0.502282, 0.022916, -0.041302, 33.906471
81070, 1761, 11.748347, -1.086968, -2.896984, -0.599807, -0.016521, -0.127103, 33.903530
81080, 1747, 12.404359, -0.677559, -3.050213, -0.593678, -0.033841, -0.210505, 33.912354
81090, 1575, 13.084312, -0.098162, -3.040636, -0.476968, 0.000000, -0.265930, 33.906471
81100, 1399, 13.546393, 0.483629, -3.031059, -0.292043, 0.017853, -0.292842, 33.894707
81110, 2631, 13.711593, 0.955287, -3.086126, -0.127369, -0.052227, -0.306432, 33.894707
81120, 4095, 13.656527, 1.256956, -3.016694, -0.056490, -0.183593, -0.309896, 33.894707
81130, 3633, 13.347674, 1.379060, -2.619257, -0.086867, -0.301636, -0.309629, 33.894707
81140, 1904, 12.794614, 1.367089, -2.003947, -0.207308, -0.371982, -0.336809, 33.918236
81150, 1651, 12.208035, 1.333570, -1.403002, -0.380242, -0.430870, -0.387969, 33.900589
81160, 1653, 11.834539, 1.386243, -0.624887, -0.535856, -0.502815, -0.422343, 33.888824
81170, 1652, 11.329363, 1.620875, 0.275333, -0.599807, -0.596876, -0.424741, 33.906471
81180, 1642, 10.326192, 1.893813, 0.689530, -0.582221, -0.593945, -0.362389, 33.903530
81190, 1648, 9.423578, 2.082955, 0.881066, -0.517204, -0.459115, -0.279253, 33.909412
81200, 1595, 8.822633, 2.571373, 1.165976, -0.394631, -0.278187, -0.207574, 33.909412
81210, 1584, 8.271967, 3.438074, 1.455675, -0.236885, -0.170270, -0.042900, 33.900589
81220, 1568, 8.846576, 2.394202, 1.249773, -0.050894, -0.066882, 0.010126, 33.903530
81230, 1557, 9.260772, 2.334347, 1.096544, 0.136695, 0.009060, -0.114046, 33.880001
81240, 1535, 9.569624, 2.387019, 1.084573, 0.254472, -0.082070, -0.063951, 33.900589
81250, 1586, 9.864111, 2.056619, 0.890643, 0.280851, -0.241415, 0.082070, 33.885883
81260, 1607, 10.093954, 1.668759, 0.395043, 0.233688, -0.285381, 0.222496, 33.888824
81270, 1613, 10.419566, 1.216254, -0.069432, 0.152683, -0.211838, 0.331479, 33.909412
81280, 1600, 10.797850, 0.696713, -0.328006, 0.061819, -0.110315, 0.421810, 33.912354
81290, 1646, 11.097125, 0.241814, -0.488417, -0.027179, -0.037838, 0.514805, 33.927059
81300, 1649, 11.063606, -0.033519, -0.701501, -0.108184, -0.022649, 0.595544, 33.909412
81310, 1667, 10.587160, -0.059855, -1.173159, -0.171069, -0.031975, 0.622723, 33.912354
81320, 1714, 10.182540, 0.050278, -1.522712, -0.201179, -0.033841, 0.574227, 33.921177
81330, 1679, 10.125079, 0.033519, -1.714248, -0.225427, -0.095394, 0.548380, 33.909412
